education_level,years_experience,num_relevant_skills,internal_referral,interview_score,technical_test_score,Cloud_Computing,Communication,Data_Visualization,Excel,Leadership,Machine_Learning,Python,SQL,total_skills,avg_test_score,edu_exp_score
0,17,1,0,6.96,6.02,0,0,0,0,0,0,0,1,1,5.366666666666667,0
0,8,3,0,6.09,2.07,0,0,1,1,0,1,0,0,3,5.166666666666667,0
0,14,3,0,7.34,4.95,0,0,0,1,0,0,1,0,2,4.946666666666666,0
0,0,4,0,6.93,1.22,0,0,0,1,1,0,0,0,2,3.17,0
0,6,2,0,7.31,2.41,0,0,0,0,0,1,0,0,1,5.733333333333333,0
1,2,4,1,3.68,1.62,0,0,1,0,1,1,1,0,4,4.99,2
0,6,3,1,7.16,5.44,1,0,0,0,0,1,0,0,2,6.170000000000001,0
0,12,2,0,8.17,1.56,1,1,0,1,0,0,0,0,3,4.666666666666667,0
1,8,2,0,1.5,9.56,1,1,0,1,0,0,1,0,4,4.113333333333333,8
1,1,3,0,9.47,6.64,0,1,1,0,0,1,0,0,3,7.416666666666667,1
0,11,2,1,1.43,7.95,0,0,0,0,1,0,0,0,1,4.443333333333334,0
1,1,4,1,7.79,4.71,1,1,0,1,0,0,0,1,4,6.45,1
1,12,4,0,6.81,9.54,1,0,1,0,0,0,1,1,4,8.649999999999999,12
0,0,2,0,3.86,7.97,0,1,0,1,0,0,1,1,4,4.343333333333333,0
0,17,2,0,5.3,3.82,0,1,1,0,0,0,1,1,4,5.446666666666666,0
0,2,2,0,9.26,2.09,0,0,0,1,0,0,0,1,2,6.136666666666667,0
1,6,1,1,8.68,5.14,1,0,0,0,1,0,1,0,3,6.72,6
1,2,3,0,4.29,5.95,1,0,0,0,0,1,1,1,4,5.93,2
0,14,4,0,4.49,5.78,0,0,0,1,0,0,0,1,2,4.88,0
0,11,4,0,2.94,9.46,0,0,0,1,0,1,0,0,2,4.836666666666667,0
1,10,1,0,4.8,7.25,0,0,0,0,1,0,0,1,2,4.363333333333333,10
0,12,2,0,6.9,5.19,0,0,0,1,0,1,0,0,2,5.563333333333333,0
1,2,3,0,5.07,7.41,0,1,0,1,0,0,0,0,2,6.91,2
0,17,3,1,7.52,4.13,1,0,1,1,0,0,0,1,4,5.989999999999999,0
0,14,4,1,8.26,8.19,0,0,0,1,1,1,0,0,3,6.260000000000001,0
0,9,3,1,3.88,8.94,1,0,0,0,0,1,0,0,2,5.56,0
2,19,2,0,6.93,9.52,0,0,0,1,0,1,0,0,2,7.806666666666666,38
1,3,3,0,5.89,1.31,0,1,1,0,1,1,0,0,4,5.510000000000001,3
1,4,3,1,1.93,3.6,0,0,0,0,0,0,0,1,1,4.753333333333334,4
1,11,1,1,3.61,2.49,0,0,1,1,1,0,1,0,4,4.263333333333333,11
0,18,3,0,2.1,7.0,1,0,0,1,1,1,0,0,4,4.023333333333333,0
1,15,4,0,8.23,3.3,0,1,1,1,1,0,0,0,4,6.783333333333334,15
0,16,4,0,7.3,5.16,0,0,0,0,0,0,1,0,1,7.25,0
1,7,4,0,8.23,8.07,1,1,0,0,1,1,0,0,4,8.493333333333334,7
0,1,1,0,6.77,8.66,0,0,0,0,0,1,0,1,2,7.176666666666667,0
0,15,4,0,5.67,6.44,1,1,0,0,0,0,0,0,2,6.983333333333333,0
0,14,2,0,5.28,5.06,0,0,0,0,1,1,0,1,3,6.16,0
0,10,3,0,4.02,1.57,0,1,0,0,1,1,0,1,4,4.053333333333334,0
1,4,4,0,8.88,7.64,0,1,1,0,1,0,0,0,3,8.786666666666667,4
0,1,2,0,5.19,7.4,0,0,1,0,1,0,1,0,3,5.263333333333333,0
1,6,2,0,2.93,3.12,0,0,1,0,0,0,0,0,1,4.223333333333334,6
0,6,4,0,7.72,7.56,1,0,0,0,1,0,0,0,2,5.506666666666667,0
1,0,3,0,4.04,3.08,0,0,1,0,0,0,0,0,1,4.06,0
1,16,2,1,3.01,7.08,1,1,0,1,0,0,0,0,3,6.196666666666666,16
0,15,2,0,8.12,2.33,0,0,0,0,1,0,0,0,1,4.523333333333333,0
0,16,3,1,5.03,9.21,0,0,0,0,0,0,1,0,1,7.333333333333333,0
1,10,3,1,2.83,4.58,0,0,1,1,1,0,0,0,3,5.086666666666667,10
1,13,3,0,7.05,6.43,1,1,0,1,1,0,0,0,4,6.73,13
0,12,1,0,8.35,2.86,1,0,0,0,0,0,0,0,1,6.75,0
0,2,2,0,4.6,8.67,0,0,0,1,1,1,0,0,3,6.103333333333333,0
0,19,4,0,3.1,9.71,0,0,0,0,0,0,0,1,1,5.23,0
0,7,2,0,1.22,3.75,0,0,1,0,1,1,0,0,3,3.9433333333333334,0
0,11,4,0,8.81,2.84,1,1,0,0,1,0,0,1,4,7.063333333333333,0
0,10,1,0,5.03,5.83,0,0,0,0,1,1,1,1,4,5.843333333333334,0
0,11,2,1,8.99,9.62,1,1,0,0,1,0,1,0,4,9.173333333333334,0
0,14,3,0,7.34,7.87,1,0,0,0,1,0,0,1,3,8.0,0
1,3,3,0,5.45,9.85,0,0,0,0,0,0,1,0,1,5.45,3
0,9,2,0,7.29,8.88,0,1,0,0,0,0,0,0,1,5.956666666666667,0
0,15,4,0,3.8,7.18,0,1,1,0,1,0,0,1,4,5.6499999999999995,0
0,8,4,0,2.78,2.66,0,0,0,0,1,1,1,0,3,4.713333333333333,0
0,16,2,0,2.36,8.92,1,0,1,0,0,0,1,0,3,5.243333333333333,0
0,12,4,0,9.25,6.45,1,0,1,1,0,1,0,0,4,8.233333333333333,0
0,7,2,1,7.7,5.06,0,0,1,0,0,0,0,0,1,5.6433333333333335,0
2,7,3,0,9.43,5.5,0,0,0,1,0,1,0,0,2,6.56,14
0,2,4,0,7.87,9.68,1,1,0,0,0,0,0,0,2,7.153333333333333,0
0,12,4,1,4.48,1.1,0,1,0,0,0,0,0,0,1,3.52,0
0,16,2,1,9.44,7.75,0,0,0,0,0,1,0,1,2,7.439999999999999,0
0,15,4,1,6.29,7.86,0,0,0,0,0,1,0,0,1,6.493333333333333,0
0,1,2,0,9.42,1.86,0,1,0,0,0,0,0,0,1,4.95,0
0,9,3,0,2.91,9.7,1,0,0,1,1,1,0,0,4,5.6933333333333325,0
0,2,3,0,4.35,5.46,0,0,0,1,0,0,0,0,1,5.416666666666667,0
0,1,3,0,4.38,7.44,1,1,1,0,0,1,0,0,4,4.3,0
0,0,2,0,1.05,4.84,0,0,1,0,1,0,0,1,3,3.94,0
1,1,2,1,7.23,3.85,0,0,1,1,1,0,0,1,4,4.08,1
0,1,1,0,9.08,6.13,1,0,0,1,0,0,1,1,4,7.226666666666667,0
0,5,1,0,9.26,9.03,0,0,0,0,1,1,0,0,2,7.566666666666666,0
0,13,3,1,8.17,6.76,0,0,0,0,0,0,0,1,1,6.7,0
0,19,4,0,3.29,6.88,0,0,0,0,0,0,0,1,1,6.153333333333333,0
1,9,4,0,4.47,3.85,0,0,0,1,1,0,1,0,3,5.123333333333334,9
0,19,3,0,3.98,3.11,0,1,1,0,1,0,1,0,4,5.486666666666667,0
0,0,3,0,5.04,6.65,1,1,0,0,0,0,1,0,3,4.970000000000001,0
0,12,2,1,5.1,2.31,0,0,1,1,1,0,0,1,4,3.9966666666666666,0
0,15,1,0,9.01,5.02,0,0,0,0,0,0,1,0,1,5.676666666666667,0
0,1,4,1,1.94,3.25,0,0,1,0,0,0,0,1,2,2.603333333333333,0
0,13,3,1,7.82,7.35,1,0,0,1,0,1,0,0,3,7.390000000000001,0
1,18,4,1,6.17,5.82,0,0,0,0,0,0,0,1,1,6.3,18
0,11,2,1,7.19,1.9,0,0,0,0,1,1,1,0,3,4.84,0
0,15,2,1,9.04,6.04,1,0,0,0,1,1,0,1,4,5.8,0
1,8,2,0,9.47,6.41,0,1,1,0,0,1,0,0,3,7.326666666666667,8
0,10,4,0,1.09,3.62,0,0,0,0,0,1,1,1,3,3.4299999999999997,0
2,11,2,0,8.68,3.98,1,0,0,0,1,0,0,0,2,6.260000000000001,22
0,3,4,0,2.63,8.87,1,0,1,1,1,0,0,0,4,5.513333333333333,0
0,18,2,0,2.4,2.01,1,0,0,1,1,0,1,0,4,2.0500000000000003,0
0,9,4,0,9.18,9.71,1,1,0,1,1,0,0,0,4,7.863333333333333,0
0,14,1,0,9.47,2.92,1,0,0,1,0,1,1,0,4,5.41,0
0,16,2,0,4.56,3.18,0,1,1,0,1,1,0,0,4,3.723333333333333,0
0,11,3,0,1.55,4.52,0,1,0,1,0,0,1,1,4,4.343333333333333,0
0,0,3,0,8.33,9.53,0,0,1,0,0,1,0,0,2,8.299999999999999,0
1,15,4,0,8.62,9.06,0,0,0,0,0,0,1,0,1,9.146666666666667,15
0,7,3,0,2.89,7.72,1,0,1,0,0,0,0,1,3,5.773333333333333,0
0,18,4,0,9.84,8.15,0,1,0,1,1,0,1,0,4,7.223333333333334,0
1,8,3,0,8.07,5.7,1,0,0,0,1,0,0,0,2,6.523333333333333,8
0,10,3,1,5.02,9.14,1,1,0,0,0,0,0,1,3,6.956666666666667,0
1,16,2,0,5.08,2.15,0,1,1,0,0,1,0,0,3,3.973333333333334,16
1,8,1,0,4.06,5.88,0,0,1,0,1,0,0,1,3,5.56,8
0,19,3,0,7.69,8.39,0,0,0,0,0,0,0,1,1,8.15,0
0,10,1,0,6.57,6.13,0,1,1,0,0,0,1,1,4,6.46,0
0,8,2,0,8.02,8.33,0,0,0,0,0,0,0,1,1,6.293333333333334,0
0,1,4,0,5.83,2.5,0,1,0,0,1,0,0,1,3,4.08,0
1,8,1,0,1.47,1.35,1,0,0,0,1,1,1,0,4,4.163333333333333,8
1,10,2,0,8.88,6.03,0,1,0,0,0,1,0,0,2,6.390000000000001,10
1,0,4,0,5.07,7.27,0,1,0,0,1,1,1,0,4,6.936666666666667,0
0,19,2,0,7.55,6.0,0,0,0,0,1,0,0,0,1,5.2700000000000005,0
2,4,4,0,3.26,4.27,1,0,0,1,0,1,0,0,3,5.8,8
1,17,3,0,3.32,7.5,1,1,0,0,0,1,1,0,4,4.573333333333333,17
0,7,3,0,4.29,9.37,0,0,1,1,0,1,0,1,4,7.7700000000000005,0
0,17,3,0,4.09,6.13,1,0,1,1,0,0,0,0,3,3.8899999999999992,0
0,8,3,1,3.51,2.53,0,0,0,1,0,0,0,0,1,4.076666666666667,0
0,1,1,0,3.89,5.69,0,1,1,0,0,1,1,0,4,4.0633333333333335,0
0,16,1,0,2.26,7.76,0,0,0,1,0,1,0,0,2,5.609999999999999,0
0,10,2,1,1.12,2.78,1,1,0,0,1,0,1,0,4,4.33,0
1,13,4,0,9.79,4.99,0,1,0,0,0,1,0,0,2,6.153333333333333,13
1,5,4,0,1.67,7.02,0,0,0,0,0,0,1,0,1,4.4366666666666665,5
0,4,1,0,4.19,1.71,0,0,0,1,0,0,1,0,2,2.44,0
0,11,2,0,8.52,2.84,0,1,0,0,0,0,0,0,1,5.846666666666667,0
0,11,2,0,1.04,7.49,0,1,0,0,1,1,0,1,4,4.986666666666667,0
0,9,2,0,8.02,3.82,1,0,1,1,0,0,0,1,4,6.133333333333333,0
0,2,2,0,4.78,1.84,0,0,0,1,0,0,1,0,2,5.28,0
0,18,3,0,2.92,7.71,0,0,0,1,0,1,1,0,3,4.153333333333333,0
0,19,4,0,2.36,2.88,0,1,0,0,0,0,0,0,1,3.4933333333333336,0
0,16,4,0,8.51,1.92,0,0,0,0,0,0,0,1,1,4.7,0
0,14,4,0,3.59,6.62,0,1,0,0,1,0,1,0,3,4.466666666666667,0
0,3,2,0,5.27,9.19,0,1,0,1,0,1,0,0,3,6.163333333333333,0
0,5,3,0,4.22,5.29,0,0,0,1,0,0,0,1,2,6.32,0
1,1,2,1,8.81,3.01,0,0,1,1,0,1,0,0,3,5.03,1
0,11,3,0,2.29,6.24,1,0,1,1,0,0,0,0,3,3.43,0
0,15,3,0,9.85,6.72,1,1,1,0,0,0,0,1,4,7.09,0
0,6,4,1,1.17,9.44,1,0,0,0,1,1,0,1,4,4.67,0
1,16,1,1,2.79,9.71,1,0,0,1,1,0,0,0,3,5.373333333333334,16
1,13,1,0,5.26,4.09,0,0,0,1,0,1,0,0,2,4.81,13
1,8,4,0,2.57,7.62,0,0,1,0,0,0,0,0,1,6.176666666666667,8
0,12,2,0,3.24,8.75,1,0,1,0,1,0,0,0,3,6.836666666666666,0
1,17,3,1,9.89,6.74,0,1,1,0,1,0,1,0,4,7.326666666666668,17
2,11,4,0,6.51,8.66,0,1,0,0,0,0,0,1,2,7.903333333333333,22
0,12,4,0,1.41,5.7,0,0,0,0,0,1,1,0,2,3.2000000000000006,0
0,15,2,0,5.29,6.39,1,0,1,0,0,0,0,1,3,5.026666666666666,0
0,16,4,0,6.23,1.91,1,0,0,0,1,1,0,0,3,3.526666666666667,0
1,19,1,0,3.96,4.44,0,0,1,0,0,0,0,0,1,5.896666666666666,19
0,10,2,0,8.99,1.12,0,0,0,0,0,1,1,0,2,5.973333333333333,0
0,4,1,0,8.29,7.72,0,1,0,0,0,1,0,1,3,7.973333333333333,0
1,14,4,0,4.63,4.61,0,0,0,0,0,0,1,0,1,5.473333333333334,14
0,0,3,0,7.82,9.09,1,0,1,0,0,1,0,0,3,6.010000000000001,0
0,16,4,0,5.76,1.93,0,0,1,0,1,0,0,1,3,3.53,0
2,17,4,1,8.32,1.2,0,0,0,1,1,0,0,0,2,6.123333333333332,34
1,8,3,0,5.39,4.38,0,0,0,1,0,0,0,0,1,5.033333333333333,8
0,16,3,0,2.0,9.76,0,0,0,0,1,0,0,0,1,6.4799999999999995,0
0,2,3,1,3.79,9.73,0,1,0,0,0,1,0,1,3,5.493333333333333,0
1,7,2,1,6.61,7.12,0,0,0,1,0,1,1,1,4,5.1066666666666665,7
1,10,3,1,9.63,3.28,1,0,1,0,0,0,0,0,2,7.12,10
1,16,1,0,8.94,5.32,1,0,1,1,1,0,0,0,4,5.786666666666666,16
0,15,2,1,8.55,9.78,0,0,0,1,1,0,0,0,2,7.103333333333333,0
0,19,4,0,5.92,8.19,0,0,0,0,1,0,1,1,3,6.236666666666667,0
0,13,1,0,2.68,7.01,0,0,0,1,1,0,1,1,4,5.203333333333333,0
0,16,1,0,1.16,9.36,0,1,0,0,1,1,0,0,3,5.723333333333334,0
1,6,3,0,4.17,7.25,0,0,1,0,1,0,0,0,2,6.916666666666667,6
0,10,2,0,7.91,3.66,1,0,1,0,0,1,0,1,4,6.46,0
0,16,1,0,3.25,6.07,0,0,0,0,0,0,0,1,1,5.0200000000000005,0
0,12,4,0,3.63,3.41,0,1,0,0,1,1,0,1,4,3.1133333333333333,0
0,18,4,1,2.08,6.1,1,0,0,0,0,0,0,0,1,3.47,0
0,16,4,0,7.38,9.66,0,0,1,1,1,0,0,0,3,6.406666666666666,0
0,10,3,0,3.58,5.56,0,0,0,0,1,0,0,0,1,6.340000000000001,0
0,3,4,0,6.66,5.56,0,0,0,0,1,0,0,0,1,6.843333333333334,0
0,15,4,0,5.72,3.55,1,0,0,0,1,0,1,0,3,3.683333333333333,0
0,0,4,1,9.93,3.03,1,0,0,0,1,0,0,0,2,5.566666666666666,0
0,12,3,1,9.52,1.99,0,0,1,0,0,0,0,0,1,5.133333333333334,0
0,16,2,0,4.55,6.95,1,0,1,0,0,0,0,0,2,5.113333333333333,0
1,14,2,1,8.22,6.09,0,0,0,1,1,0,1,0,3,5.12,14
0,9,3,0,4.66,5.63,0,0,0,0,1,0,1,1,3,5.06,0
0,0,2,1,3.43,9.43,1,0,1,0,1,0,0,0,3,7.19,0
0,14,2,0,1.13,6.78,1,1,0,1,0,0,1,0,4,3.296666666666667,0
0,10,3,0,7.47,4.24,0,0,0,0,1,0,0,1,2,4.426666666666667,0
0,12,2,1,3.52,3.31,1,0,0,0,0,1,1,1,4,4.553333333333334,0
1,2,2,0,5.33,5.29,0,0,1,0,1,0,0,1,3,6.193333333333334,2
0,15,4,1,2.49,3.91,1,0,0,1,0,1,1,0,4,3.1966666666666668,0
0,13,3,0,1.59,4.05,0,0,1,1,0,1,0,0,3,4.933333333333334,0
1,10,3,0,7.73,7.22,0,1,0,1,0,1,0,0,3,7.363333333333333,10
0,9,4,0,3.64,3.61,1,0,0,0,1,0,1,1,4,4.18,0
1,12,1,0,3.29,1.14,0,0,1,0,0,0,0,0,1,4.206666666666666,12
0,6,3,0,3.33,4.16,0,0,0,0,0,1,0,0,1,3.8033333333333332,0
0,16,1,1,1.94,9.39,0,0,1,0,0,1,0,0,2,4.92,0
1,15,2,0,1.29,6.93,0,1,1,0,0,0,1,0,3,3.8599999999999994,15
0,4,3,0,2.68,5.64,1,0,0,0,0,1,0,0,2,3.6566666666666667,0
0,5,2,1,8.2,4.97,0,0,0,0,1,0,0,0,1,7.3566666666666665,0
1,1,3,0,9.83,8.62,0,0,1,1,0,1,0,1,4,7.66,1
1,2,3,0,5.63,2.11,0,1,0,1,1,0,0,1,4,5.536666666666666,2
0,9,3,0,8.25,3.78,0,1,0,0,0,1,1,0,3,6.993333333333332,0
0,15,1,1,3.3,6.11,1,0,1,0,0,0,0,1,3,3.8633333333333333,0
0,0,3,1,7.16,6.99,1,0,1,0,1,0,1,0,4,5.17,0
0,19,4,0,9.02,3.87,1,0,0,1,0,1,0,1,4,7.536666666666666,0
1,2,3,0,6.55,8.25,0,0,0,0,0,1,0,0,1,5.8999999999999995,2
0,3,1,0,7.31,3.88,0,1,1,1,1,0,0,0,4,5.21,0
1,18,3,0,1.9,1.29,0,0,0,0,0,0,1,1,2,1.7866666666666664,18
1,3,1,0,4.22,5.58,0,1,0,0,1,0,1,0,3,6.44,3
0,6,2,0,1.28,9.96,0,0,1,0,0,0,0,1,2,4.3533333333333335,0
0,8,4,1,2.5,3.98,0,1,1,0,0,0,0,0,2,4.916666666666667,0
0,19,4,0,3.68,3.84,0,1,0,0,0,0,0,0,1,5.423333333333333,0
0,6,1,1,9.58,5.38,0,0,1,0,0,0,0,0,1,8.090000000000002,0
0,2,2,0,1.36,2.61,0,1,0,0,1,0,0,0,2,3.0366666666666666,0
0,4,4,1,5.07,6.42,0,0,0,1,0,1,0,0,2,5.8500000000000005,0
0,3,3,0,7.94,4.79,1,0,0,0,1,1,0,0,3,6.1000000000000005,0
1,10,4,0,5.56,4.63,0,0,0,0,0,1,0,0,1,5.346666666666667,10
2,9,1,0,6.28,7.32,1,0,0,0,1,0,0,0,2,5.593333333333334,18
0,13,2,0,9.4,2.67,0,1,0,1,0,0,0,0,2,6.086666666666667,0
0,16,2,1,6.86,9.99,0,0,0,0,0,0,0,1,1,6.73,0
1,1,1,0,7.82,5.93,0,0,1,1,0,0,1,0,3,6.669999999999999,1
0,9,3,0,1.36,2.61,0,0,1,0,0,1,0,0,2,4.13,0
0,6,2,1,8.16,1.75,0,1,0,1,0,0,1,0,3,3.6466666666666665,0
1,2,1,1,4.8,7.78,0,0,0,1,0,0,0,0,1,7.116666666666667,2
0,0,2,0,1.18,3.08,0,0,0,0,0,0,0,1,1,3.09,0
0,8,2,0,8.65,7.66,1,1,0,1,0,0,0,0,3,7.600000000000001,0
1,3,1,0,9.61,7.48,0,0,1,1,0,0,1,0,3,6.8,3
2,2,1,0,6.43,9.97,0,1,0,0,0,0,0,0,1,8.796666666666667,4
1,4,3,1,9.0,1.8,0,1,0,1,0,1,0,0,3,5.78,4
0,16,3,0,2.75,5.95,0,0,0,0,1,0,1,0,2,6.153333333333333,0
0,16,2,1,6.43,7.27,0,1,0,1,0,0,1,1,4,7.216666666666666,0
1,12,3,1,5.04,2.73,0,0,1,0,0,0,0,1,2,5.55,12
0,0,2,0,1.33,8.0,0,0,0,0,0,1,1,0,2,4.22,0
0,12,1,0,6.65,5.66,0,0,0,0,0,0,1,0,1,6.37,0
0,6,1,0,6.19,4.36,1,0,0,0,0,0,0,0,1,4.913333333333334,0
1,11,3,0,1.4,4.26,0,0,0,0,1,0,0,0,1,4.673333333333333,11
0,8,2,0,2.87,4.29,0,0,0,0,0,0,0,1,1,5.646666666666666,0
1,17,3,0,3.61,7.97,1,0,1,1,0,1,0,0,4,4.833333333333333,17
0,19,4,0,2.75,9.65,1,1,0,1,0,1,0,0,4,6.676666666666667,0
1,12,4,0,6.85,6.9,0,0,0,1,0,0,1,1,3,7.153333333333333,12
0,0,4,0,5.78,2.98,0,1,0,1,1,0,0,0,3,4.303333333333334,0
0,1,4,0,4.3,2.09,0,0,1,0,1,0,0,0,2,2.893333333333333,0
1,7,2,0,4.89,1.75,1,0,1,0,0,1,0,1,4,3.5033333333333334,7
0,1,2,0,9.7,6.08,0,0,0,0,0,0,1,0,1,6.096666666666667,0
0,11,1,0,2.01,8.99,1,0,1,1,0,0,0,0,3,6.6499999999999995,0
0,0,1,0,2.68,4.7,0,0,0,0,0,1,0,0,1,5.276666666666666,0
0,8,2,0,5.84,2.36,0,1,0,0,0,0,0,0,1,5.363333333333333,0
1,5,4,1,9.8,5.0,0,1,0,1,1,0,0,0,3,7.543333333333334,5
1,17,3,0,7.65,8.14,1,1,0,0,1,0,0,1,4,6.796666666666667,17
0,0,3,0,8.38,8.01,0,0,0,0,1,0,1,1,3,8.516666666666667,0
1,5,3,0,7.6,4.57,0,0,1,0,0,0,0,0,1,6.82,5
1,19,4,0,1.7,5.33,0,0,0,0,0,1,1,1,3,5.3933333333333335,19
0,15,2,1,3.64,6.68,0,0,0,0,0,1,0,0,1,5.2700000000000005,0
0,1,4,0,5.86,5.61,0,0,0,0,1,0,0,0,1,5.006666666666667,0
0,1,4,0,1.56,3.19,1,0,1,0,0,1,0,0,3,3.8633333333333333,0
0,19,2,1,4.59,7.97,0,1,0,0,0,0,0,0,1,6.566666666666666,0
0,6,4,0,2.89,4.94,1,0,0,0,0,0,1,1,3,5.0633333333333335,0
0,15,2,1,6.87,4.09,1,0,0,0,0,0,0,0,1,5.15,0
0,18,1,0,1.89,3.53,0,0,1,0,0,1,1,1,4,3.686666666666666,0
1,6,2,0,8.08,8.9,0,0,0,0,0,1,0,0,1,6.326666666666667,6
0,2,3,0,6.14,3.68,0,1,0,0,0,1,0,1,3,5.406666666666666,0
2,17,2,1,4.36,7.32,0,0,1,0,0,0,1,0,2,5.62,34
0,1,4,1,2.26,3.71,1,0,0,0,0,0,0,0,1,2.893333333333333,0
0,8,2,0,7.04,3.23,0,0,0,0,0,1,0,0,1,5.233333333333333,0
0,4,1,0,8.55,4.76,0,1,1,0,0,1,0,1,4,5.8133333333333335,0
0,10,1,0,8.63,9.48,0,0,0,0,0,0,0,1,1,8.333333333333334,0
0,2,1,0,2.16,8.46,0,0,0,0,1,0,0,0,1,6.296666666666667,0
0,1,1,0,9.82,3.5,0,0,0,1,0,0,1,0,2,6.003333333333334,0
0,18,3,0,3.89,4.26,0,0,0,0,0,0,0,1,1,5.55,0
0,10,2,0,3.17,6.47,0,0,1,0,0,0,1,0,2,4.07,0
0,11,2,1,4.34,4.85,0,0,1,1,0,1,1,0,4,5.303333333333334,0
0,14,4,1,4.84,8.85,0,0,1,0,0,0,0,0,1,6.183333333333334,0
1,16,4,0,6.27,5.94,1,0,0,0,0,1,0,0,2,5.533333333333334,16
1,1,1,0,5.95,8.76,0,0,0,0,1,0,0,0,1,5.920000000000001,1
0,0,3,1,2.51,3.3,1,1,0,0,0,0,1,0,3,2.9966666666666666,0
1,3,3,0,3.51,7.16,1,1,0,0,1,0,0,0,3,5.263333333333333,3
0,16,4,0,7.68,4.72,0,1,0,0,0,1,1,0,3,6.983333333333333,0
0,6,1,1,2.93,1.95,1,1,0,0,0,0,1,1,4,3.6133333333333333,0
0,4,4,1,7.24,4.44,0,0,0,1,0,1,1,1,4,5.9433333333333325,0
0,7,1,0,7.81,4.06,0,1,0,1,0,1,0,1,4,6.426666666666667,0
0,0,4,1,7.78,3.9,0,0,1,1,1,0,1,0,4,5.1000000000000005,0
0,9,4,0,7.66,6.65,0,0,1,0,1,0,0,1,3,6.243333333333333,0
2,3,4,0,3.34,4.65,0,1,0,1,1,1,0,0,4,5.54,6
1,13,1,1,4.79,2.01,0,0,0,0,0,0,0,1,1,2.7566666666666664,13
1,8,2,0,5.22,2.9,0,0,0,0,0,0,1,0,1,4.579999999999999,8
0,16,1,1,9.53,5.57,0,1,0,0,0,1,0,0,2,6.973333333333334,0
0,13,2,0,3.96,5.65,0,0,0,0,0,0,1,0,1,5.1933333333333325,0
0,18,1,1,9.44,1.33,1,0,1,0,1,0,0,1,4,6.206666666666666,0
0,1,1,0,8.86,2.58,1,0,0,0,1,1,0,1,4,5.5,0
0,13,3,0,7.89,6.91,1,1,0,0,0,1,0,0,3,7.796666666666667,0
0,8,3,0,7.19,4.18,0,0,1,0,0,1,0,1,3,5.140000000000001,0
0,4,2,1,5.46,4.01,1,0,0,1,0,0,1,1,4,4.509999999999999,0
0,14,4,1,2.07,1.42,0,0,0,1,1,0,1,0,3,4.39,0
0,5,2,1,5.38,4.49,0,1,0,0,0,0,0,1,2,4.596666666666667,0
0,15,3,1,1.22,1.53,1,0,0,0,0,0,0,1,2,1.8266666666666669,0
0,10,3,1,5.4,3.54,0,0,1,0,0,1,0,0,2,4.97,0
0,8,4,0,6.68,2.02,0,1,0,1,0,0,1,0,3,6.09,0
2,11,2,0,4.62,8.54,0,0,1,0,0,0,0,0,1,7.0566666666666675,22
0,7,4,0,2.13,2.79,1,0,0,0,1,1,0,1,4,3.283333333333333,0
0,16,3,0,7.27,2.14,1,1,0,0,0,1,0,0,3,4.986666666666667,0
1,11,4,0,8.58,8.64,0,0,0,1,1,0,1,0,3,9.066666666666666,11
0,0,2,0,6.77,6.6,1,0,0,0,0,1,1,1,4,6.946666666666666,0
1,7,4,0,6.22,9.56,0,1,0,0,0,0,1,0,2,5.896666666666667,7
0,0,1,0,4.81,6.64,1,1,0,0,0,0,0,0,2,5.9799999999999995,0
2,12,4,0,7.05,7.09,0,1,0,0,1,0,0,0,2,7.873333333333334,24
0,4,3,0,3.83,4.25,1,0,0,0,0,0,0,0,1,3.606666666666667,0
0,19,2,0,6.22,7.71,1,0,0,0,0,1,0,0,2,7.296666666666667,0
1,4,4,0,4.0,6.24,1,0,1,0,0,1,0,1,4,4.99,4
0,7,1,0,6.56,2.43,0,1,0,1,1,0,0,1,4,3.7600000000000002,0
0,10,3,1,5.2,2.4,0,0,0,1,0,0,0,1,2,5.383333333333333,0
0,19,2,0,3.06,6.79,1,1,0,0,0,1,0,1,4,5.536666666666666,0
0,7,2,0,3.44,3.45,0,0,0,1,0,0,0,1,2,2.6666666666666665,0
0,9,4,1,7.55,5.9,0,1,0,1,1,0,0,1,4,7.31,0
1,4,2,0,2.52,2.73,1,0,0,0,1,1,1,0,4,3.69,4
0,19,2,0,3.61,4.77,1,0,0,1,1,0,0,0,3,5.0,0
0,2,3,1,7.51,8.76,0,0,1,0,0,1,0,0,2,7.446666666666666,0
0,4,1,0,1.25,7.22,1,0,0,0,0,0,0,0,1,4.326666666666666,0
0,14,2,1,1.02,5.39,0,0,0,1,1,1,0,1,4,2.876666666666667,0
1,13,2,1,4.55,5.42,1,0,0,0,1,1,0,1,4,5.813333333333333,13
0,4,3,0,9.54,4.49,1,1,1,0,0,0,1,0,4,7.063333333333333,0
0,1,1,0,1.43,6.87,0,1,0,1,0,0,0,1,3,5.676666666666667,0
0,6,3,0,9.07,2.7,0,1,1,0,0,0,0,0,2,6.1000000000000005,0
0,6,3,0,6.07,4.03,0,0,0,0,0,0,1,0,1,3.833333333333334,0
0,13,3,0,1.89,7.12,1,1,0,0,0,0,1,0,3,4.573333333333333,0
0,14,3,0,8.47,7.5,0,0,0,1,1,1,0,1,4,5.97,0
0,16,2,0,1.42,8.97,0,0,1,1,0,0,0,0,2,5.586666666666667,0
1,8,2,0,5.61,3.74,0,1,0,0,0,0,0,0,1,4.0600000000000005,8
